"","Yr","Pop","violent","murder","rape1","robbery","aggassault","propcrime","burg","larceny","mvtheft","ST","PopTotal_1970","Pop_Un18_1970","Pop_20to40_1970","Pop_40to60_1970","Pop_60Ov_1970","PopTotal_1975","Pop_Un18_1975","Pop_20to40_1975","Pop_40to60_1975","Pop_60Ov_1975","PopTotal_1980","Pop_Un18_1980","Pop_20to40_1980","Pop_40to60_1980","Pop_60Ov_1980","PopTotal_1985","Pop_Un18_1985","Pop_20to40_1985","Pop_40to60_1985","Pop_60Ov_1985","PopTotal_1990","Pop_Un18_1990","Pop_20to40_1990","Pop_40to60_1990","Pop_60Ov_1990","PopTotal_1995","Pop_Un18_1995","Pop_20to40_1995","Pop_40to60_1995","Pop_60Ov_1995"
"545",1975,2346000,7411,13.9,16.5,54.6,230.9,2094.8,784.2,1181.3,129.3,"MS",NA,NA,NA,NA,NA,2399711,39.34894660232,26.8661101274278,18.7091695625015,15.0757737077506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",1975,4763000,23521,10.6,25.2,244.7,213.3,4904,1512.6,2924.7,466.7,"MO",NA,NA,NA,NA,NA,4795560,34.4303689245886,27.3453152499395,20.9342183186114,17.2900975068605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547",1975,748000,1418,5.2,14.3,41.4,128.6,3999.3,875.1,2814.8,309.4,"MT",NA,NA,NA,NA,NA,749209,36.627029306909,28.8760546122644,20.1676701694721,14.3292459113545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",1975,1546000,3986,4.3,19.2,90.4,143.9,3356.2,760.2,2365,231,"NE",NA,NA,NA,NA,NA,1541653,35.2410042986327,28.0014374181479,19.8248243930379,16.9327338901815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",1975,592000,4018,13,47.1,302.5,316,7474.2,2447.1,4517.1,510,"NV",NA,NA,NA,NA,NA,619877,34.1170909712733,31.8808408764965,22.4852672385005,11.5168009137297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",1975,818000,816,2.9,8.7,28.9,59.3,3246.8,853.1,2135.7,258.1,"NH",NA,NA,NA,NA,NA,830038,35.4493408735504,29.1930008023729,20.3355749977712,15.0220833263055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",1975,7316000,30215,6.8,18.9,222.6,164.6,4731.3,1521.2,2672.5,537.7,"NJ",NA,NA,NA,NA,NA,7341399,33.8362347558006,27.3967809132837,23.5522275795118,15.2147567514039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",1975,1147000,6134,13.3,41,126.7,353.8,5304.6,1728.7,3258.8,317.2,"NM",NA,NA,NA,NA,NA,1162743,39.8771697615036,29.2907375060525,19.2364090775004,11.5956836549435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",1975,18120000,155187,11,28.1,516,301.3,4779.3,1666.6,2471,641.7,"NY",NA,NA,NA,NA,NA,18032337,33.1463858511517,28.147788054316,22.5475377927997,16.1582883017326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",1975,5451000,23791,12.4,16.2,82.2,325.6,3380.3,1285.1,1909.2,186,"NC",NA,NA,NA,NA,NA,5535035,35.7485905689847,30.0200089068994,20.9206445849033,13.3107559392127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",1975,635000,337,0.8,5.8,14.3,32.1,2284.1,539.2,1614.3,130.6,"ND",NA,NA,NA,NA,NA,638605,36.8017788773968,28.1485425262878,19.1343631822488,15.9153154140666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",1975,10759000,43901,8.1,25.3,220,154.6,4506.4,1271.4,2808.6,426.4,"OH",NA,NA,NA,NA,NA,10770620,35.823063110573,28.2040216812031,21.7432794026713,14.2296358055525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",1975,2712000,8225,9.4,27.2,90.2,176.5,4274.8,1551.8,2375,348,"OK",NA,NA,NA,NA,NA,2771958,34.3276846185981,28.1936089940757,20.6592596280319,16.8194467592943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",1975,2288000,10034,6.2,32.6,130.3,269.4,6313.7,1911.6,3935.9,466.2,"OR",NA,NA,NA,NA,NA,2324646,33.7670337763255,29.8649342738636,20.5689812556406,15.7990506941702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",1975,11827000,38933,6.8,17.4,168.6,136.5,3020.3,983.3,1670,367,"PA",NA,NA,NA,NA,NA,11897884,33.3055104588345,26.7084970739335,23.2675995160148,16.7183929512172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",1975,927000,2802,3,10.9,95.9,192.4,5341.5,1446.3,2878.4,1016.8,"RI",NA,NA,NA,NA,NA,946352,33.1979009924426,27.4423258998766,22.2264020153178,17.1333710923631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",1975,2818000,14412,14.7,26.5,110.9,359.3,4130.1,1714.2,2156.3,259.6,"SC",NA,NA,NA,NA,NA,2900130,37.8876808970632,30.1610962267209,19.8325592301035,12.1186636461124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",1975,683000,1402,3.7,16.5,31,154,2533.7,667.8,1698,167.9,"SD",NA,NA,NA,NA,NA,681489,36.8478434721617,26.3385028958648,19.8349496470229,16.9787039849506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",1975,4188000,16627,11.4,26.1,166.8,192.6,3873.5,1379.3,2129.5,364.7,"TN",NA,NA,NA,NA,NA,4260943,35.047148013949,28.9809790931256,20.988147459377,14.9837254335484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",1975,12237000,47803,13.4,28,164.1,185.2,5016.5,1665.6,2963.7,387.2,"TX",NA,NA,NA,NA,NA,12568317,36.8889406592784,29.9449719481137,19.8380340024842,13.3280533901238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",1975,1206000,2795,2.7,20.9,79,129.2,4880.8,1187.8,3372.6,320.5,"UT",NA,NA,NA,NA,NA,1233990,42.3329200398707,29.9957049895056,17.0388738968711,10.6325010737526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",1975,471000,448,2.1,14.6,15.7,62.6,3386,1100,2112.1,173.9,"VT",NA,NA,NA,NA,NA,479897,36.3482163880999,29.1704261539455,19.3587373957328,15.1226200622217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",1975,4967000,18917,11.5,24,138.5,206.9,4165.6,1165.7,2730.7,269.2,"VA",NA,NA,NA,NA,NA,5056199,34.8558670258034,31.39457129753,21.1765201488312,12.5730415278354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",1975,3544000,13851,5.7,32.7,124,228.4,5750.1,1723.1,3641.6,385.4,"WA",NA,NA,NA,NA,NA,3618928,34.3970645450808,30.157632315426,20.9287667508168,14.5165363886764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",1975,1803000,2915,7.4,9.3,45.5,99.5,1946.1,591,1228.7,126.4,"WV",NA,NA,NA,NA,NA,1840660,34.6901654841198,26.9701628763596,21.7723533949779,16.5673182445427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",1975,4607000,6992,3.3,10.6,73.4,64.5,3823.9,918.5,2665.4,239.9,"WI",NA,NA,NA,NA,NA,4569660,36.3490500387337,27.8774350826976,20.1558978129664,15.6176170656023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",1975,374000,764,10.2,17.1,49.5,127.5,3951.6,863.4,2810.7,277.5,"WY",NA,NA,NA,NA,NA,380537,36.7596317835059,30.8939735163729,19.7941330278002,12.552261672321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",1975,213124000,1039710,9.6,26.3,220.8,231.1,4810.7,1532.1,2804.8,473.7,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781",1980,3861466,17320,13.2,30,132.1,273.2,4485.1,1526.7,2642.2,316.2,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3899671,33.6558135288849,30.6496368539808,19.9987896414851,15.6957599756492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782",1980,440142,1919,8.9,56.8,81.8,288.5,5209.7,1259.8,3388.9,561,"AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404680,36.1327468617179,41.5671641791045,17.3638430364733,4.93624592270436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",1980,2715357,17673,10.3,45.2,193.6,401.8,7519.9,2155.4,4891.2,473.3,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2735840,32.7722381425814,32.1985203813088,19.0667217381133,15.9625197379964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784",1980,2284037,7656,9.2,26.7,80.9,218.4,3475.9,1119,2169.8,187.1,"AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2288809,32.9417177230603,29.0828985730133,19.4471884722578,18.5281952316685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785",1980,23532680,210290,14.5,58.2,384.2,436.7,6939.5,2316.5,3880,742.9,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23792840,30.6708656890056,34.6133248489882,20.2908185823971,14.4249908796092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786",1980,2878407,15215,6.9,52.5,160.1,309.2,6804.9,2030.8,4325.8,448.3,"CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2909545,31.8552557186777,36.9957158249829,19.0112887066534,12.1377397496859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787",1980,3095224,12768,4.7,21.6,218,168.1,5469.2,1700.6,3089.6,678.9,"CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3114221,29.9612969021787,31.2990953435867,21.8844455804517,16.8551621737828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788",1980,594779,2824,6.9,24.2,137,306.7,6301.8,1630.5,4216.2,455.1,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594936,32.0792488603816,32.1893447362405,21.1673188376565,14.5640875657214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789",1980,635233,12772,31.5,69.1,1400.6,509.4,8012.2,2559.7,4890.8,561.7,"DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637161,26.526262592971,36.8726271695851,20.3171568881335,16.2839533493105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790",1980,9567112,94095,14.5,56.9,355.5,556.6,7418.4,2506.8,4434.2,477.5,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9841159,27.4631981863112,28.6712774379522,20.7517325957237,23.1137917800129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791",1980,5400851,29993,13.8,44.3,197.6,299.7,5048.3,1699.2,2976.6,372.4,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5484427,33.9479219980501,33.1173703287508,19.4944886676402,13.4402190055588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792",1980,964680,2889,8.7,34.7,190.2,65.8,7182.8,1847.5,4723.2,612.1,"HI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961525,32.2269311770365,36.2479394711526,19.581498140974,11.943631210837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793",1980,943629,2957,3.1,22.4,46.8,241.1,4468.8,1238.9,2993,236.9,"ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,948582,36.3363420347424,31.73431500914,17.9072552504686,14.0220877056491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794",1980,11355062,91753,10.6,34.8,367,395.6,5461.1,1559.6,3252.5,649,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11435454,32.0998798998273,31.865013842039,20.4736689946897,15.561437263444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795",1980,5461103,20633,8.9,33.1,141.4,194.5,4552.5,1313.3,2807.1,432.2,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5492740,33.3153762967117,31.5332966788889,20.1602843025521,14.9910427218474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796",1980,2907804,5826,2.2,14.3,54.9,129,4546.4,1079.5,3219.1,247.8,"IA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2915562,32.2171848857956,30.3974328105525,19.4607077469112,17.9246745567407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797",1980,2354783,9168,6.9,31.5,113.1,237.8,4989.5,1521.4,3196.4,271.7,"KS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2370088,31.3327606401112,31.5765912489325,19.6237439284955,17.4669041824607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798",1980,3641479,9711,8.8,19.2,95.2,143.5,3167.1,1040.8,1875.5,250.7,"KY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3665364,33.4440726760016,31.5028466476999,19.6157325711716,15.4373481051268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799",1980,4199542,27926,15.7,44.5,197,407.8,4788.8,1523.9,2888.4,376.5,"LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4221583,35.6832733124044,32.1099691750701,18.7370709044451,13.4696866080804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",1980,1123670,2173,2.8,12.9,30.8,146.8,4174.2,1182.8,2772.3,219.1,"ME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1127825,32.2753086693414,30.7488307139849,19.894221177931,17.0816394387427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",1980,4192211,35735,9.5,40.1,392.7,410.1,5777.7,1698,3629.2,450.5,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4226191,31.3250868216794,33.5231180985431,21.4183173453353,13.7334777344422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802",1980,5728288,34444,4.1,27.3,235.5,334.4,5477.8,1740.4,2685.8,1051.6,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5748441,29.8275480256299,32.2454209758785,20.3895804097146,17.537450588777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803",1980,9228128,59014,10.2,46.6,244,338.6,6036.4,1741.3,3710.2,584.9,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9256676,33.5420727699662,32.1886819847643,20.087134949954,14.1821102953155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804",1980,4061235,9250,2.6,23.2,99.1,102.9,4571.7,1246,3029.9,295.9,"MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4086746,32.6520415019676,32.4511237057551,18.9153424264684,15.9814923658089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805",1980,2511491,8588,14.5,24.6,81,221.7,3075.2,1179.1,1717.8,178.4,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2524011,36.3643819301897,29.5202754663114,18.5008306223705,15.6145119811285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",1980,4901288,27177,11.1,32.6,223.6,287.2,4878.6,1668.9,2795.1,414.6,"MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4923025,31.488769608117,30.4326100314339,20.2849467552978,17.7936736051513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",1980,781592,1740,4,21,34,163.6,4801.9,950.6,3529.6,321.7,"MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,788754,33.2155526311119,32.4397720962429,19.1319473498708,15.2127279227744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808",1980,1563921,3512,4.4,23.2,82.2,114.7,4080.6,915.4,2921.6,243.6,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1572854,32.316031875813,31.1262838127379,19.1305105241809,17.4271737872682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809",1980,800312,7304,20,67.2,460.6,364.9,7941.4,2906.7,4356.3,678.4,"NV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810232,30.3767316028002,35.0263875038261,21.8741051945616,12.7227756988122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810",1980,919114,1653,2.5,17.3,42,118,4499.8,1312.9,2877,309.9,"NH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,924802,31.8530885530092,32.9238042305272,19.7002169112956,15.522890305168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811",1980,7342164,44373,6.9,30.7,303.7,263,5797,1878.2,3189.3,729.5,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7376972,30.3965773490804,30.4425447188901,22.4225739232845,16.7383040087451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812",1980,1295474,7967,13.1,43.3,127.9,430.7,5364.1,1492.5,3521,350.6,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1309108,36.0262102133667,32.340647219328,18.9366347161579,12.6965078511475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813",1980,17506690,180235,12.7,30.9,641.3,344.6,5882,2061.6,3060.4,759.9,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17566376,30.2136422447066,30.9406846352372,21.7061675100203,17.1395056100359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814",1980,5843665,26589,10.6,22.7,82.3,339.4,4185.5,1422.9,2546.4,216.1,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5896178,32.1222663223532,32.6546450938218,20.5586907315213,14.6643978523036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815",1980,652437,352,1.2,9.5,7.7,35.6,2909.7,488.3,2242.2,179.2,"ND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654501,33.3968932056636,31.9901726658936,17.9869855049878,16.6259486234551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816",1980,10766808,53646,8.1,34.3,223.7,232.2,4933.1,1466.3,3040.1,426.7,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10803551,32.3240386424797,31.3117603647171,20.9346352879715,15.4295657048317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817",1980,3001252,12589,10,36.3,104.9,268.4,4633.4,1692.7,2520.6,420.2,"OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3040067,32.0353794834127,31.2656267115166,19.9366658695351,16.7623279355356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818",1980,2610477,12802,5.1,41.5,152.4,291.4,6196.5,1748.4,4087.8,360.3,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2642128,30.9204928754398,33.8166432511975,19.2076992484846,16.0551646248781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819",1980,11824220,43032,6.8,23,177.9,156.1,3372.4,1038.5,1915.5,418.3,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11872347,29.9273260796707,29.9388739227383,21.8145325435653,18.3192674540257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820",1980,945835,3864,4.4,17.1,118.6,268.3,5524.1,1716.3,2964.3,843.6,"RI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949207,29.5988124824195,30.9376142400973,20.7849288932762,18.678644384207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821",1980,3064557,20225,11.4,37.5,118.1,493,4779.2,1670,2803.2,306,"SC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3132387,34.2650509020756,32.9096628226333,19.4261756290011,13.3991106462899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822",1980,688217,873,0.7,12.5,20.1,93.6,3116.3,692.5,2255.2,168.6,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690713,33.7724930615176,29.7850192482261,18.7110999792968,17.7313877109595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823",1980,4545590,20824,10.8,37.4,180.6,229.4,4039.8,1501.5,2175.2,363.1,"TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4600705,32.0273523296973,31.8216447261887,20.4808828212198,15.6701201228942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824",1980,14169829,77978,16.9,47.3,208.5,277.6,5592.7,1853.2,3181.4,558.1,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14337755,34.1402890480413,33.3668206772957,19.1271297354432,13.3657605392197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825",1980,1458729,4425,3.8,27.7,80.2,191.7,5577.3,1321.9,3931.8,323.6,"UT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1473171,41.1318848931998,32.5979129374662,15.6163812619173,10.6538209074167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826",1980,511299,914,2.2,29.1,38.9,108.5,4809.7,1526.7,2988.1,294.9,"VT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512824,32.6170382041402,33.0805500522596,18.8000171598833,15.5023945837168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827",1980,5323412,16355,8.6,27.4,120.1,151.1,4312.8,1202.6,2882.3,227.9,"VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5367648,31.3616131311144,34.2760553598149,20.73029006373,13.6320414453407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828",1980,4113331,19098,5.5,52.7,135.1,271,6450.7,1862.2,4192.9,395.6,"WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4155198,31.1977190978625,34.431451882678,19.5458796427992,14.8249493766603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829",1980,1930787,3547,7.1,15.8,48.5,112.2,2367.9,738.5,1429.8,199.7,"WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1952874,32.2168250486206,30.2476247827561,20.5294862853415,17.0060638832818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830",1980,4680917,8546,2.9,14.9,70.7,94.1,4616,1079.4,3291.4,245.2,"WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4713991,32.8010384406759,31.4305648865261,19.3333631735826,16.4350334992154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
