"","Yr","Pop","violent","murder","rape1","robbery","aggassault","propcrime","burg","larceny","mvtheft","ST","PopTotal_1970","Pop_Un18_1970","Pop_20to40_1970","Pop_40to60_1970","Pop_60Ov_1970","PopTotal_1975","Pop_Un18_1975","Pop_20to40_1975","Pop_40to60_1975","Pop_60Ov_1975","PopTotal_1980","Pop_Un18_1980","Pop_20to40_1980","Pop_40to60_1980","Pop_60Ov_1980","PopTotal_1985","Pop_Un18_1985","Pop_20to40_1985","Pop_40to60_1985","Pop_60Ov_1985","PopTotal_1990","Pop_Un18_1990","Pop_20to40_1990","Pop_40to60_1990","Pop_60Ov_1990","PopTotal_1995","Pop_Un18_1995","Pop_20to40_1995","Pop_40to60_1995","Pop_60Ov_1995"
"1326",1990,5117073,36602,8.8,32.5,216.4,457.6,4405.3,1065.8,2800.2,539.4,"MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5126370,28.7053997272924,32.7813247970786,20.9377785840663,17.5754968915626,NA,NA,NA,NA,NA
"1327",1990,799065,1273,4.9,24.4,21.7,108.4,4342.8,709.1,3391.2,242.5,"MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,799824,30.7493898657705,31.3053871851807,21.1925373582188,16.75268559083,NA,NA,NA,NA,NA
"1328",1990,1578385,5209,2.7,30,51.1,246.2,3883.1,723.8,2981.1,178.2,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1580664,30.1799117332969,32.435546074308,19.8356513465227,17.5488908458724,NA,NA,NA,NA,NA
"1329",1990,1201833,7222,9.7,62.2,238.3,290.7,5462.7,1367.4,3502.7,592.5,"NV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1218629,28.5180313286488,35.1860164168094,22.2681390316495,14.0278132228923,NA,NA,NA,NA,NA
"1330",1990,1109252,1459,1.9,34.8,27.2,67.6,3513.7,735.5,2534.2,244,"NH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111831,28.0136099820926,36.4362929258134,21.1640078393209,14.3860892527731,NA,NA,NA,NA,NA
"1331",1990,7730188,50057,5.6,29.8,301,311.1,4799.7,1017.2,2843,939.5,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7757158,26.1926726257219,34.5272585655726,22.2733764092468,17.0066923994587,NA,NA,NA,NA,NA
"1332",1990,1515069,11821,9.2,49.7,115.1,606.2,5903.9,1738.7,3828.5,336.7,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1519933,32.8244073916416,33.2964018808724,20.0352910292756,13.8438996982104,NA,NA,NA,NA,NA
"1333",1990,17990455,212458,14.5,29.8,624.7,512,5182.8,1160.7,2979.4,1042.7,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18002855,26.7746976798958,34.8494558224237,21.7060516234786,16.6697948742019,NA,NA,NA,NA,NA
"1334",1990,6628637,41332,10.7,34.3,152.1,426.4,4862.3,1530.4,3048.3,283.7,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6656987,27.8300528452286,35.0331463768819,21.528282990488,15.6085177874014,NA,NA,NA,NA,NA
"1335",1990,638800,472,0.8,17.8,7.8,47.4,2848.5,426.6,2288.8,133.1,"ND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637364,29.9695307547963,33.2689012871766,19.0508092706836,17.7107586873435,NA,NA,NA,NA,NA
"1336",1990,10847115,54904,6.1,46.8,188.5,264.7,4337.3,982.5,2864.1,490.6,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10861837,28.7029348718822,33.3735444566145,21.2765667538557,16.6469539176476,NA,NA,NA,NA,NA
"1337",1990,3145585,17222,8,47,121.9,370.5,5051.2,1447.5,3002,601.7,"OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3147105,29.8668776542251,32.2095068324698,20.9683820527119,16.9552334605931,NA,NA,NA,NA,NA
"1338",1990,2842321,14405,3.8,46.9,144.3,311.8,5139.2,1135.4,3545.2,458.6,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2858547,28.7021693188882,32.7924991263044,21.4089885525758,17.0963430022316,NA,NA,NA,NA,NA
"1339",1990,11881643,51213,6.7,25.8,176.2,222.3,3045.1,729.1,1810.5,505.5,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11895604,26.5534309985437,32.614199329433,21.346759693749,19.4856099782743,NA,NA,NA,NA,NA
"1340",1990,1003464,4334,4.8,24.7,122,280.4,4920.8,1271.1,2695.3,954.4,"RI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004649,25.9455790032141,35.1549645697154,20.1559947802665,18.743461646804,NA,NA,NA,NA,NA
"1341",1990,3486703,34050,11.2,53.7,152.4,759.3,5068.7,1380.4,3302.4,385.8,"SC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3499064,29.7865943578054,34.6141425249724,20.9331409771299,14.6661221400923,NA,NA,NA,NA,NA
"1342",1990,696004,1133,2,34.3,12.4,114.1,2746.5,527.4,2108.9,110.2,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696667,31.5718987694264,31.3509897842154,18.8652541314574,18.2118573149008,NA,NA,NA,NA,NA
"1343",1990,4877185,32698,10.5,49.5,191.2,419.2,4380.6,1264,2545.1,571.5,"TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4890626,28.1758408841731,33.6993055694711,21.9886779320275,16.1361756143283,NA,NA,NA,NA,NA
"1344",1990,16986510,129343,14.1,51.5,260.8,435.1,7065.3,1851.5,4304.7,909,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17044714,32.0126051983037,35.4160415950658,19.5711526752517,13.0002005313788,NA,NA,NA,NA,NA
"1345",1990,1722850,4892,3,37.8,56.9,186.3,5376,880.6,4257.6,237.7,"UT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1729722,39.8599312490678,32.5344766384425,16.4639173231305,11.1416747893592,NA,NA,NA,NA,NA
"1346",1990,562758,716,2.3,25.9,11.7,87.2,4213.7,1087.3,2918.5,207.9,"VT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564526,28.7983192979597,35.0761523827069,21.2266574081619,14.8988709111715,NA,NA,NA,NA,NA
"1347",1990,6187358,21694,8.8,31,123.3,187.6,4090,731.1,3031.4,327.5,"VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6213526,27.6465086007526,36.7726311920156,21.7205818403271,13.8602783669047,NA,NA,NA,NA,NA
"1348",1990,4866692,24410,4.9,64,130,302.7,5721.3,1262.9,4011.4,447.1,"WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4900780,29.3327184652239,34.895547239419,20.9433396316505,14.8283946637066,NA,NA,NA,NA,NA
"1349",1990,1793477,3036,5.7,23.6,37.9,102.1,2333.7,657.1,1522.7,153.9,"WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1792481,27.7123718466193,30.8695043350529,22.2969727433652,19.1211510749626,NA,NA,NA,NA,NA
"1350",1990,4891769,12948,4.6,20.7,112.7,126.7,4130.4,751.4,2962.6,416.5,"WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4902265,29.5782051765867,33.5338256907776,20.1862404419182,16.7017286907175,NA,NA,NA,NA,NA
"1351",1990,453588,1367,4.9,29.5,15.9,251.1,3909.3,631,3129.3,149,"WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453401,33.0230855247342,32.9218506355301,20.5392136320829,13.5158502076528,NA,NA,NA,NA,NA
"1352",1990,249464396,1820127,9.4,41.1,256.3,422.9,5073.1,1232.2,3185.1,655.8,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1561",1995,4253000,26894,11.2,31.7,185.8,403.7,4215.7,1024.8,2844.3,346.6,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4262731,28.3759167538369,31.8612879865044,23.3797065777784,16.3830886818802
"1562",1995,604000,4656,9.1,80.3,155.1,526.3,4982.9,836.9,3624.3,521.7,"AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601345,34.1635833007674,34.1398032743267,24.6795100981965,7.01710332670929
"1563",1995,4218000,30095,10.4,33.6,173.8,495.7,7500.1,1416.8,4925.6,1157.7,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4306908,30.0967190383449,31.7779251379412,21.7004635343964,16.4248922893175
"1564",1995,2484000,13741,10.4,37.2,125.7,379.8,4137.7,996.9,2815.4,325.4,"AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2480121,29.3336091263289,29.7200015644398,22.9275507122435,18.0188385969878
"1565",1995,31589000,305154,11.2,33.4,331.2,590.3,4865.1,1120.3,2856.9,887.9,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31493525,30.472400279105,34.6771280763268,21.3709071944154,13.4795644501528
"1566",1995,3747000,16494,5.8,39.5,96.2,298.7,4956.1,934.1,3634.5,387.5,"CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3738061,28.9214113948381,33.0188833194536,25.0439198290237,13.0157854566846
"1567",1995,3275000,13293,4.6,23.7,163.2,214.4,4097.3,888.4,2668.7,540.2,"CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3265293,26.5026752576262,32.3645075648648,23.7655548828237,17.3672622946853
"1568",1995,717000,5198,3.5,80.2,198.7,442.5,4433.8,905.3,3114.2,414.2,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718265,27.0506011012649,34.2466916806471,22.8375321086229,15.8651751094652
"1569",1995,554000,14744,65,52.7,1239,1304.7,9512.1,1838.4,5833.8,1839.9,"DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551273,22.5469050724414,37.7386521741496,22.8955526572134,16.8188900961955
"1570",1995,14166000,151711,7.3,48.6,299.9,715.1,6630.6,1522.4,4322.4,785.8,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14185403,25.9183330921229,29.7210942826228,22.2385786290315,22.1219939962227
"1571",1995,7201000,47317,9.5,35.3,205.2,407.1,5346.5,1059.9,3678.3,608.4,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7188538,29.5169754962692,34.7096447149615,23.0549243810077,12.7184554077616
"1572",1995,1187000,3509,4.7,28.3,130.8,131.8,6902.9,1165.3,5046.9,690.7,"HI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1180490,28.6302298198206,32.3015866292811,23.3371735465781,15.7310100043202
"1573",1995,1163000,3745,4.1,28.4,24,265.5,4079.4,779.8,3057.6,242,"ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1165000,33.0677253218884,29.7042060085837,22.8147639484979,14.41330472103
"1574",1995,11830000,117836,10.3,36.5,330.8,618.5,4459.6,917.6,3019,523,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11884935,29.012468305464,32.6019452357123,22.8092959700663,15.5762904887574
"1575",1995,5803000,30451,8,33.3,135.2,348.3,4106.8,821.6,2819.5,465.7,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5791819,28.592588960394,32.2102779800267,23.393030755968,15.8041023036114
"1576",1995,2842000,10071,1.8,21.8,53,277.8,3747.5,757.5,2767.2,222.8,"IA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2840860,28.3464514266807,29.9169617650993,23.0996599621241,18.6369268460959
"1577",1995,2565000,10792,6.2,36.6,108.2,269.8,4466.2,1068.4,3074.3,323.5,"KS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2586942,29.4349080883916,31.3966451509156,22.3663692498711,16.8020775108217
"1578",1995,3860000,14079,7.2,31.9,103.7,222,2987,735.5,1992.4,259.1,"KY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3855248,28.2104549434952,32.0276931600769,23.8266902673965,15.9351616290314
"1579",1995,4342000,43741,17,42.7,268.6,679,5668.6,1231.7,3838.5,598.4,"LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4327978,31.5856503891656,31.5494209998295,22.3714168602521,14.4935117507529
"1580",1995,1241000,1631,2,21.4,26.9,81.1,3153.3,726.4,2292,134.8,"ME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1237438,27.0658408744519,31.5052552127864,24.259962923395,17.1689409893667
"1581",1995,5042000,49757,11.8,42.2,423.1,509.7,5307.9,1057.5,3532.8,717.6,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5023650,27.6795357956864,34.2689876882346,23.9156788390911,14.1357976769878
"1582",1995,6074000,41739,3.6,29,150.4,504.2,3654.4,817.7,2232.2,604.5,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6062335,25.8747990666962,34.1822086704215,22.8318791356796,17.1111131272026
"1583",1995,9549000,65680,8.5,62,187.3,430.1,4495,909.7,2939.7,645.5,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9659871,29.001246496977,32.2900481797324,23.2796897598322,15.4290155634584
"1584",1995,4610000,16416,3.9,56.2,123.7,172.2,4141.2,797.3,3002.5,341.5,"MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4605445,29.6050435951358,32.3116658650793,22.759668175388,15.3236223643969
"1585",1995,2697000,13560,12.9,39.1,130.9,319.9,4011.7,1131.1,2520.1,360.5,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2690788,31.4165218515914,31.31759172406,21.8022006936258,15.4636857307227
"1586",1995,5324000,35339,8.8,32.1,204,418.8,4456.8,932.6,3050.9,473.3,"MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5324610,28.7103092996482,31.242720124103,22.8327520701047,17.2142185061441
"1587",1995,870000,1491,4,26.6,29.1,111.7,4626,581.6,3769.8,274.6,"MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,868522,29.9300420714731,28.4227687957242,25.0940102841379,16.5531788486647
"1588",1995,1637000,6253,2.9,19.4,65.2,294.5,4162.5,631.9,3179.2,351.4,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1635142,29.8968529950304,30.5311098363323,22.3828266902813,17.189210478356
"1589",1995,1530000,14461,10.7,61.2,324.6,548.7,5634.2,1322.5,3566.2,745.4,"NV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1525777,28.3728225028952,32.9564543180294,24.0574474513641,14.6132757277112
"1590",1995,1148000,1314,1.8,29,27.4,56.3,2540.9,418.6,1977.2,145.1,"NH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1145604,27.9298954961749,34.1508060376884,23.222335117545,14.6969633485917
"1591",1995,7945000,47652,5.1,24.3,283,287.4,4103.9,875.2,2597.1,631.6,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7965523,27.1512743105506,32.1061027631205,23.8475741015373,16.8950488247915
"1592",1995,1685000,13804,8.8,56.6,154.5,599.3,5608.8,1447.1,3648.5,513.2,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1682417,32.543893695796,30.7068342747369,22.6824265327799,14.0668454966872
"1593",1995,18136000,152683,8.5,23.7,399.7,410,3718.3,808.1,2344.4,565.7,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18150928,27.5056790484762,32.6463914131553,23.3494728203429,16.4984567180257
"1594",1995,7195000,46508,9.4,32.2,179.2,425.5,4993.1,1417.6,3264.9,310.6,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7185403,27.6868117209292,33.16868935535,23.3646741873768,15.7798247363439
"1595",1995,641000,556,0.9,22.8,10,53,2779.6,350.7,2249.8,179.1,"ND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641548,29.4855568094671,30.7967603359374,21.8689794060616,17.8487034485339
"1596",1995,11151000,53799,5.4,43.4,178.7,255,3922.7,838.8,2669,414.9,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11155493,28.2881626119079,31.7377636290929,23.3761430355431,16.5979307234561
"1597",1995,3278000,21770,12.2,44.6,115.6,491.8,4932.7,1271.9,3164.3,496.4,"OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3265547,29.74438891861,30.2633218875735,23.0209211504229,16.9713680433936
"1598",1995,3141000,16408,4.1,41.7,137.9,338.7,6041.5,1102.8,4236.7,702,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3141421,28.1107180476606,30.3516465956012,24.9641165574433,16.573518799295
"1599",1995,12072000,51586,6.3,25.2,189.3,206.5,2937.6,561.8,1963.1,412.7,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12044780,26.5216218145952,30.7415245442424,23.4453597325979,19.2914939085645
"1600",1995,990000,3643,3.3,27,92.3,245.4,3876.6,932.7,2503,440.8,"RI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,989203,26.3270531933284,33.0971499277701,21.9308877955283,18.6449090833732
"1601",1995,3673000,36067,7.9,47.3,175.9,750.8,5081.8,1254.6,3441.8,385.4,"SC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3699943,28.4611681855639,32.9438858922962,23.4664966460294,15.1284492761105
"1602",1995,729000,1513,1.8,41,25.9,138.8,2853.1,540.7,2191.5,120.9,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,728251,31.294430079739,29.5049371713873,21.5023391660293,17.6982935828444
"1603",1995,5256000,40549,10.6,47.1,223.2,490.5,4591.2,1143.2,2799.5,648.5,"TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5241168,27.7431290124644,32.2256413074338,24.1457629291791,15.8854667509227
"1604",1995,18724000,124303,9,45.7,179.8,429.3,5020.5,1082.3,3377.8,560.4,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18679706,31.7082185340604,33.2990144491568,22.0200200153043,12.9727470014785
"1605",1995,1951000,6415,3.9,42.7,67.1,215.1,5762,800.8,4572.1,389.1,"UT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976774,38.310348072162,31.9702707542693,18.6132051514235,11.1061760221452
"1606",1995,585000,692,2.2,28.2,10.9,76.9,3315.4,760.9,2418.8,135.7,"VT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582827,27.7567785981089,32.5216573700257,24.7047580156719,15.0168060161935
"1607",1995,6618000,23921,7.6,27.2,131.7,194.9,3627.7,595.2,2740,292.6,"VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6601392,27.1197195985332,34.9544762680356,23.9219546422936,14.0038494911376
"1608",1995,5431000,26300,5.1,59.2,132.7,287.3,5785.5,1091.2,4140.3,554,"WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5431024,28.8119330719216,32.7895623366791,24.025874310259,14.3726302811404
"1609",1995,1828000,3842,4.9,21.2,42.7,141.4,2248,565,1516.6,166.3,"WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1820560,26.5402952937558,29.333831348596,25.1760996616426,18.9497736960056
"1610",1995,5123000,14399,4.3,23.3,105.1,148.4,3604.6,613.2,2627.8,363.6,"WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5137004,28.9982838245795,31.6720018127298,22.9244127510899,16.4053016116008
"1611",1995,480000,1220,2.1,34.4,17.9,199.8,4066,612.1,3286.3,167.7,"WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478447,31.5309741726879,29.6509331232091,24.6572765635483,14.1608161405548
"1612",1995,262803276,1798792,8.2,37.1,220.9,418.3,4590.5,987,3043.2,560.3,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
