"","Yr","Pop","violent","murder","rape1","robbery","aggassault","propcrime","burg","larceny","mvtheft","ST","PopTotal","Pop_Un18","Pop_20to40","Pop_40to60","Pop_60Ov","EMPSTAT","FTOTINC","INCWELFR","POVERTY","FAMSIZE","NCHILD","MARST-MAR","MARST-SING","MARST-DIV","HIGRADE","EDUC-ELEM","EDUC-SOMEHS","EDUC-SOMECOL","EDUC-COL","EDUC-GRAD","SCHLTYPE-PUB","LANGUAGE","MIGRATE5","VETSTAT","VETWWII","VETWWI","RACESING-WH","RACESING-BL","RACESING-IN","RACESING-AS","RACESING-OT","RACESING-HI"
"1",1970,3444165,10185,11.7,18.5,50.3,215.2,2183.8,776.4,1184,223.5,"AL",3454557,0.395117232108198,0.253070943683951,0.214122968589026,0.137688855618825,119.166666666667,7293.33333333333,18.3333333333333,5.83333333333333,437.5,58.3333333333333,45.4828660436137,49.1666666666667,2.5,9.16666666666667,41.6666666666667,16.6666666666667,23.3333333333333,2.5,2.5,2.5,0,47.5,12.5,12.5,12.5,71.6666666666667,28.3333333333333,0,0,0,0
"2",1970,302173,840,12.2,26.1,71.8,167.8,3523.8,789.9,2182.5,551.3,"AK",305328,0.429433265209873,0.355679793533511,0.174887334276581,0.0399996069800346,88.2352941176471,12097.0588235294,0,23.5294117647059,388.235294117647,82.3529411764706,45.4828660436137,47.0588235294118,5.88235294117647,29.4117647058824,29.4117647058824,5.88235294117647,41.1764705882353,5.88235294117647,5.88235294117647,5.88235294117647,0,70.5882352941177,35.2941176470588,35.2941176470588,35.2941176470588,82.3529411764706,0,17.6470588235294,0,0,0
"3",1970,1772482,6564,9.5,27,120.2,213.7,5543.9,1493,3549.7,501.2,"AZ",1799531,0.399405178349248,0.261224174521028,0.207405151675631,0.131965495454093,106.024096385542,8611.44578313253,29.5180722891566,8.43373493975904,390.361445783133,84.3373493975904,45.4828660436137,43.3734939759036,4.81927710843374,9.63855421686747,37.3493975903614,14.4578313253012,34.9397590361446,0,0,0,0,39.7590361445783,14.4578313253012,12.0481927710843,12.0481927710843,93.9759036144578,4.81927710843374,1.20481927710843,0,0,20.4819277108434
"4",1970,1923295,4276,10.1,17.1,45.6,149.5,2198.8,759.4,1320,119.4,"AR",1932816,0.375869198102665,0.236985827931888,0.213349330717461,0.173795643247986,154.166666666667,7888.54166666667,19.7916666666667,8.33333333333333,422.916666666667,56.25,45.4828660436137,54.1666666666667,4.16666666666667,6.25,43.75,22.9166666666667,20.8333333333333,0,0,0,0,52.0833333333333,25,25,25,79.1666666666667,20.8333333333333,0,0,0,0
"5",1970,19953134,94741,6.9,35.1,206.9,225.9,5864.3,1753,3422.1,689.2,"CA",20045806,0.367352053591659,0.280248496867624,0.223862487744319,0.128536961796398,96.1584633853541,10874.6098439376,48.3193277310924,15.9663865546218,376.830732292917,66.7466986794718,45.4828660436137,47.2989195678271,3.96158463385354,20.2881152460984,32.5330132052821,15.9663865546218,32.6530612244898,4.92196878751501,4.92196878751501,4.92196878751501,0,45.2581032412965,17.7671068427371,16.3265306122449,16.3265306122449,87.6350540216086,9.72388955582233,0.240096038415366,2.1608643457383,0.240096038415366,13.6854741896759
"6",1970,2207259,7874,6.2,36,129.1,185.4,4961.4,1380.9,2992.1,588.4,"CO",2228340,0.389338700557366,0.284183742157839,0.206064155380238,0.120413401904557,97.1428571428571,10004.2857142857,40,8.57142857142857,381.428571428571,90,45.4828660436137,40,4.28571428571429,18.5714285714286,31.4285714285714,11.4285714285714,44.2857142857143,4.28571428571429,4.28571428571429,4.28571428571429,0,45.7142857142857,14.2857142857143,12.8571428571429,12.8571428571429,91.4285714285714,7.14285714285714,0,1.42857142857143,0,11.4285714285714
"7",1970,3032217,5167,3.5,9.1,70.4,87.4,3319,1084.2,1750.7,484.2,"CT",3038035,0.368276863169779,0.255315030932823,0.239734894430117,0.136673211467281,89.6,13115.6,6.8,19.2,404.8,68,45.4828660436137,51.2,2.4,21.6,33.6,12.8,36,4,4,4,0,40.8,16.8,16.8,16.8,92.8,7.2,0,0,0,1.6
"8",1970,548104,1795,7.7,18.6,105.5,195.8,3935.6,1056.2,2320.4,559,"DE",551509,0.394845777675432,0.26785238318867,0.221102466142892,0.116199372993006,66.6666666666667,12116.6666666667,0,33.3333333333333,311.111111111111,77.7777777777778,45.4828660436137,33.3333333333333,0,22.2222222222222,11.1111111111111,11.1111111111111,44.4444444444444,0,0,0,0,33.3333333333333,11.1111111111111,0,0,100,0,0,0,0,0
"9",1970,756510,16846,29.2,95.2,1561.9,540.5,8656.6,2873.7,4314.3,1468.6,"DC",755466,0.335011767571274,0.310786984457275,0.217328112714536,0.136873135256914,124.137931034483,10772.4137931034,0,13.7931034482759,331.034482758621,44.8275862068966,45.4828660436137,44.8275862068966,13.7931034482759,31.0344827586207,31.0344827586207,20.6896551724138,37.9310344827586,3.44827586206897,3.44827586206897,3.44827586206897,0,37.9310344827586,13.7931034482759,13.7931034482759,13.7931034482759,31.0344827586207,68.9655172413793,0,0,0,0
"10",1970,6789443,33824,12.7,22.2,186.1,277.2,4819,1561.8,2860.6,396.6,"FL",6865460,0.341792392643756,0.238709715008171,0.220792925747146,0.198704966600927,114.801444043321,9690.25270758123,15.3429602888087,9.38628158844765,387.725631768953,59.5667870036101,45.4828660436137,44.7653429602888,3.6101083032491,13.7184115523466,38.9891696750903,16.6064981949458,33.5740072202166,2.88808664259928,2.88808664259928,2.88808664259928,0,44.4043321299639,17.6895306859206,17.3285198555957,17.3285198555957,79.7833935018051,20.2166064981949,0,0,0,2.16606498194946
"11",1970,4589575,13976,15.3,16.1,95.8,177.3,2577.1,899.9,1368.6,308.6,"GA",4611479,0.395498710934171,0.279210856213375,0.207283389992668,0.118007042859785,94,8948.66666666667,31.6666666666667,8.66666666666667,430.666666666667,68,45.4828660436137,46.6666666666667,6.66666666666667,13.3333333333333,40.6666666666667,22,21.3333333333333,4,4,4,0,43.3333333333333,16.6666666666667,16.6666666666667,16.6666666666667,70,30,0,0,0,0
"12",1970,769913,938,3.6,11.8,63.3,43.1,5143.3,1456.1,3106.1,581.1,"HI",776177,0.392307424724,0.306865573187559,0.212677005373774,0.0881499967146669,54.8387096774194,12748.3870967742,20.9677419354839,12.9032258064516,519.354838709677,48.3870967741936,45.4828660436137,58.0645161290323,0,0,45.1612903225806,9.67741935483871,32.258064516129,0,0,0,0,25.8064516129032,0,0,0,29.0322580645161,0,0,67.741935483871,3.2258064516129,3.2258064516129
"13",1970,713008,879,4.6,12.3,20.5,85.8,3031.5,673.6,2213.7,144.2,"ID",718147,0.407369243344329,0.244632366353964,0.21119909990573,0.136799290395977,100,8450,43.75,0,425,137.5,45.4828660436137,50,0,12.5,37.5,25,25,0,0,0,0,37.5,25,25,25,87.5,0,12.5,0,0,0
"14",1970,11113976,52006,9.6,20.4,251.1,186.8,3311.6,765.4,2028.4,517.8,"IL",11129316,0.375959223370062,0.255951219284276,0.226939732864086,0.141149824481576,104.600484261501,11960.411622276,13.8014527845036,16.7070217917676,401.452784503632,79.1767554479419,45.4828660436137,46.2469733656174,1.69491525423729,17.4334140435835,39.225181598063,14.5278450363196,29.0556900726392,4.11622276029056,4.11622276029056,4.11622276029056,0,49.8789346246973,21.7917675544794,21.5496368038741,21.5496368038741,88.6198547215496,10.8958837772397,0,0.242130750605327,0.242130750605327,2.42130750605327
"15",1970,5193669,12184,4.9,19.9,110.3,99.6,3250.3,925.8,1874.2,450.3,"IN",5206262,0.391193528101352,0.257484736649827,0.216578612447856,0.134743122800965,95.1086956521739,11046.4673913043,0,11.4130434782609,375,84.2391304347826,45.4828660436137,38.0434782608696,1.6304347826087,13.0434782608696,33.1521739130435,17.3913043478261,35.3260869565217,3.80434782608696,3.80434782608696,3.80434782608696,0,46.195652173913,16.8478260869565,16.8478260869565,16.8478260869565,91.8478260869565,7.06521739130435,0,1.08695652173913,0,0.543478260869565
"16",1970,2825041,2241,1.9,6.2,28.5,42.8,2425.8,507.3,1743.4,175,"IA",2830777,0.382058353589845,0.234961991001057,0.214408270238171,0.168571385170927,112.087912087912,10638.4615384615,53.2967032967033,10.989010989011,398.901098901099,82.4175824175824,45.4828660436137,40.6593406593407,4.3956043956044,8.79120879120879,40.6593406593407,16.4835164835165,37.3626373626374,3.2967032967033,3.2967032967033,3.2967032967033,0,49.4505494505495,15.3846153846154,15.3846153846154,15.3846153846154,96.7032967032967,3.2967032967033,0,0,0,0
"17",1970,2249071,4561,4.8,14.5,75.1,108.5,3440.8,881.7,2302.5,256.6,"KS",2248359,0.369995627922409,0.251845012295634,0.214931868086902,0.163227491695054,105,7712.5,55.625,5,378.75,46.25,45.4828660436137,51.25,1.25,5,32.5,25,30,2.5,2.5,2.5,0,47.5,20,18.75,18.75,92.5,6.25,1.25,0,0,1.25
"18",1970,3219311,7157,11.1,13.7,72.8,124.7,2261.8,703.9,1211.5,346.3,"KY",3236121,0.385311612266661,0.254510260895683,0.212608861040734,0.147569265796922,144.943820224719,7916.85393258427,39.3258426966292,4.49438202247191,430.337078651685,42.6966292134831,45.4828660436137,57.3033707865169,1.12359550561798,8.98876404494382,48.314606741573,19.1011235955056,20.2247191011236,2.24719101123596,2.24719101123596,2.24719101123596,0,48.314606741573,15.7303370786517,14.6067415730337,14.6067415730337,94.3820224719101,5.61797752808989,0,0,0,0
"19",1970,3643180,15063,11.7,23.1,140.8,237.8,2902.5,890,1627.7,384.7,"LA",3657391,0.420157702580883,0.25465666645978,0.202365019217251,0.122820611742086,116.923076923077,7732.30769230769,15,6.15384615384615,432.307692307692,52.3076923076923,45.4828660436137,52.3076923076923,3.07692307692308,16.9230769230769,39.2307692307692,17.6923076923077,23.0769230769231,4.61538461538462,4.61538461538462,4.61538461538462,0,41.5384615384615,13.0769230769231,12.3076923076923,12.3076923076923,65.3846153846154,33.8461538461538,0.769230769230769,0,0,2.30769230769231
"20",1970,993663,887,1.5,7,12.6,68.1,1970.7,638.5,1179.6,152.6,"ME",998135,0.381752969287722,0.241211860119122,0.216356504881604,0.160678665711552,151.282051282051,7489.74358974359,47.4358974358974,5.12820512820513,371.794871794872,56.4102564102564,45.4828660436137,53.8461538461538,0,7.69230769230769,46.1538461538462,12.8205128205128,25.6410256410256,2.56410256410256,2.56410256410256,2.56410256410256,0,43.5897435897436,10.2564102564103,7.69230769230769,7.69230769230769,97.4358974358974,0,0,2.56410256410256,0,0
"21",1970,3922399,24512,9.2,23.9,338.6,253.3,4016.1,1051.2,2417.3,547.6,"MD",3943493,0.385610422029404,0.275711659688505,0.225925594390557,0.112752323891535,78.9855072463768,11540.9420289855,10.5072463768116,19.5652173913043,395.652173913043,57.2463768115942,45.4828660436137,44.9275362318841,2.17391304347826,15.2173913043478,41.304347826087,10.8695652173913,24.6376811594203,5.79710144927536,5.79710144927536,5.79710144927536,0,46.3768115942029,17.3913043478261,16.6666666666667,16.6666666666667,78.9855072463768,21.0144927536232,0,0,0,1.44927536231884
"22",1970,5689170,11542,3.5,12,99.5,87.9,3543.4,1134.1,1531.2,878.1,"MA",5699034,0.365617576592805,0.252048505062437,0.226394859198945,0.155939059145813,99.1836734693878,11118.5714285714,22.2448979591837,11.8367346938776,413.061224489796,83.6734693877551,45.4828660436137,47.7551020408163,1.22448979591837,20.4081632653061,29.3877551020408,17.5510204081633,33.469387755102,5.71428571428571,5.71428571428571,5.71428571428571,0,43.265306122449,20.4081632653061,20.4081632653061,20.4081632653061,95.9183673469388,4.08163265306122,0,0,0,0.816326530612245
"23",1970,8875083,51090,9.4,27.1,346.6,192.7,4931.8,1570.7,2897.1,464,"MI",8899844,0.402971332980668,0.255404926198706,0.219135751143503,0.122487989677122,116.711590296496,12756.8733153639,24.5283018867925,19.6765498652291,435.849056603774,87.6010781671159,45.4828660436137,45.2830188679245,2.96495956873315,15.633423180593,30.7277628032345,19.9460916442049,30.9973045822102,5.12129380053908,5.12129380053908,5.12129380053908,0,48.2479784366577,16.711590296496,16.711590296496,16.711590296496,90.0269541778976,9.43396226415094,0,0.539083557951483,0,1.07816711590297
"24",1970,3805069,5782,2,9.7,89.1,51.2,3048.9,801.7,1901.5,345.7,"MN",3815381,0.39952418906526,0.248585921039078,0.203937169053366,0.147952720842296,79.5620437956204,10661.6788321168,5.83941605839416,11.6788321167883,430.656934306569,89.7810218978102,45.4828660436137,48.9051094890511,1.45985401459854,15.3284671532847,40.8759124087591,8.75912408759124,32.1167883211679,4.37956204379562,4.37956204379562,4.37956204379562,0,41.6058394160584,18.2481751824818,18.2481751824818,18.2481751824818,99.2700729927007,0.72992700729927,0,0,0,0.72992700729927
"25",1970,2216912,3974,11.5,8.9,19,139.8,1123.1,351.2,693.6,78.4,"MS",2226138,0.420526041063043,0.2376101571421,0.197898782555259,0.143965019239598,120.338983050847,7189.83050847458,7.6271186440678,5.08474576271187,445.762711864407,77.9661016949153,45.4828660436137,47.4576271186441,1.69491525423729,11.864406779661,44.0677966101695,16.9491525423729,18.6440677966102,5.08474576271187,5.08474576271187,5.08474576271187,0,37.2881355932203,20.3389830508475,20.3389830508475,20.3389830508475,76.271186440678,23.728813559322,0,0,0,0
"26",1970,4677399,18986,10.7,27.4,200.8,167,3748.8,1137,2073.9,537.8,"MO",4686588,0.367747708994262,0.247025768000089,0.218124358275146,0.167102164730503,105.161290322581,10404.1935483871,17.0967741935484,12.258064516129,398.709677419355,54.1935483870968,45.4828660436137,50.3225806451613,3.2258064516129,9.67741935483871,47.741935483871,16.1290322580645,23.8709677419355,2.58064516129032,2.58064516129032,2.58064516129032,0,47.0967741935484,18.7096774193548,18.0645161290323,18.0645161290323,89.6774193548387,10.3225806451613,0,0,0,0.645161290322581
"27",1970,694409,774,3.2,10.5,22.3,75.5,2771.4,593.7,1955.9,221.8,"MT",697665,0.400025800348305,0.243103781901056,0.217241799430959,0.139628618319681,131.25,10275,0,6.25,437.5,118.75,45.4828660436137,43.75,0,18.75,37.5,18.75,25,12.5,12.5,12.5,0,62.5,31.25,31.25,31.25,100,0,0,0,0,0
"28",1970,1483791,2731,3,9.3,57.3,114.5,2368.9,504.5,1572.5,291.9,"NE",1489064,0.379765409680175,0.243774612776885,0.208557859165221,0.167902118377719,110,10413.3333333333,68.3333333333333,13.3333333333333,326.666666666667,33.3333333333333,45.4828660436137,53.3333333333333,0,26.6666666666667,36.6666666666667,6.66666666666667,43.3333333333333,3.33333333333333,3.33333333333333,3.33333333333333,0,46.6666666666667,23.3333333333333,23.3333333333333,23.3333333333333,100,0,0,0,0,0
"29",1970,488738,1948,8.8,19.6,188.4,181.7,5365.2,1660.6,3044,660.7,"NV",494996,0.376089907797235,0.291759933413603,0.232268543584191,0.0998816152049714,114.285714285714,13121.4285714286,0,23.8095238095238,380.952380952381,33.3333333333333,45.4828660436137,33.3333333333333,4.76190476190476,28.5714285714286,23.8095238095238,19.047619047619,33.3333333333333,9.52380952380952,9.52380952380952,9.52380952380952,0,61.9047619047619,33.3333333333333,28.5714285714286,28.5714285714286,100,0,0,0,0,0
"30",1970,737681,413,2,6,12.1,35.9,1666.2,565.6,928.6,172,"NH",742566,0.381245572784103,0.25542780035714,0.214286676201173,0.149039950657585,40.9090909090909,9436.36363636364,0,0,395.454545454545,45.4545454545455,45.4828660436137,68.1818181818182,4.54545454545455,13.6363636363636,27.2727272727273,0,31.8181818181818,0,0,0,0,31.8181818181818,13.6363636363636,13.6363636363636,13.6363636363636,100,0,0,0,0,0
"31",1970,7168164,20583,5.7,12.9,169.4,99,3288.2,1041.4,1689.4,557.4,"NJ",7193210,0.363179303815682,0.250265597695605,0.24580903379715,0.140746064691563,102.755905511811,12106.2992125984,11.0236220472441,17.7165354330709,407.874015748031,72.8346456692913,45.4828660436137,51.5748031496063,0.393700787401575,12.992125984252,39.3700787401575,16.9291338582677,25.9842519685039,5.11811023622047,5.11811023622047,5.11811023622047,0,51.9685039370079,16.9291338582677,16.9291338582677,16.9291338582677,90.1574803149606,9.44881889763779,0,0.393700787401575,0,1.18110236220472
"32",1970,1016000,3093,9.6,22.3,67.6,204.8,4131.6,1196.5,2532.4,402.8,"NM",1024290,0.436050337306817,0.262701969168888,0.197927344794931,0.103320348729364,104.166666666667,9572.91666666667,29.1666666666667,4.16666666666667,491.666666666667,66.6666666666667,45.4828660436137,54.1666666666667,0,8.33333333333333,45.8333333333333,16.6666666666667,4.16666666666667,8.33333333333333,8.33333333333333,8.33333333333333,0,58.3333333333333,29.1666666666667,29.1666666666667,29.1666666666667,95.8333333333333,0,4.16666666666667,0,0,54.1666666666667
"33",1970,18190740,124613,7.9,15.8,446.1,215.2,4286.3,1470.4,2125,690.9,"NY",18266034,0.353219149816539,0.256895941395926,0.235611189599231,0.154273719188303,112.57225433526,11610.9104046243,32.1531791907514,17.7745664739884,375.28901734104,64.7398843930636,45.4828660436137,43.6416184971098,1.58959537572254,16.0404624277457,33.092485549133,19.364161849711,31.2138728323699,3.61271676300578,3.61271676300578,3.61271676300578,0,44.364161849711,18.3526011560694,18.2080924855491,18.2080924855491,88.8728323699422,10.5491329479769,0,0.578034682080925,0,7.08092485549133
"34",1970,5082059,18814,11.7,12.9,52.3,293.2,2272.5,765.8,1338.9,167.8,"NC",5107138,0.387560900057919,0.275397296881345,0.216487394701298,0.120554408359437,94.0476190476191,8365.47619047619,14.2857142857143,9.52380952380952,394.047619047619,71.4285714285714,45.4828660436137,45.2380952380952,0.595238095238095,17.2619047619048,35.7142857142857,16.6666666666667,25,2.97619047619048,2.97619047619048,2.97619047619048,0,43.452380952381,18.452380952381,18.452380952381,18.452380952381,72.0238095238095,24.4047619047619,2.97619047619048,0.595238095238095,0,0
"35",1970,617761,211,0.5,6.2,6.5,21,1672.3,286.4,1295,91,"ND",619616,0.405055711924805,0.237263079068326,0.20619383618241,0.151487372824459,93.75,6012.5,0,0,393.75,100,45.4828660436137,56.25,0,18.75,25,18.75,25,6.25,6.25,6.25,0,50,18.75,18.75,18.75,100,0,0,0,0,0
"36",1970,10652017,30279,6.6,16,145.9,115.9,3290.1,853.9,1943.5,492.8,"OH",10672784,0.386512366407865,0.254586151092349,0.225286579396716,0.13361490310307,86.3270777479893,11543.8337801609,13.4048257372654,14.745308310992,424.932975871314,77.2117962466488,45.4828660436137,47.1849865951743,1.60857908847185,12.0643431635389,36.1930294906166,16.6219839142091,31.0991957104558,2.14477211796247,2.14477211796247,2.14477211796247,0,46.112600536193,15.0134048257373,14.745308310992,14.745308310992,90.3485254691689,9.38337801608579,0,0,0.268096514745308,0
"37",1970,2559253,5194,5.9,15.6,54.7,126.7,2774.4,835.4,1659.6,279.3,"OK",2570926,0.36335079267159,0.254245746474228,0.217908255624627,0.164495205229555,75.3246753246753,7814.93506493507,12.987012987013,6.49350649350649,350.649350649351,45.4545454545455,45.4828660436137,45.4545454545455,1.2987012987013,23.3766233766234,32.4675324675325,11.6883116883117,36.3636363636364,5.19480519480519,5.19480519480519,5.19480519480519,0,49.3506493506493,20.7792207792208,19.4805194805195,19.4805194805195,93.5064935064935,3.8961038961039,2.5974025974026,0,0,0
"38",1970,2091385,5373,4.6,18,102.5,131.7,4431.3,1273.4,2825,332.8,"OR",2103151,0.369066700393838,0.252931910262268,0.224943905596888,0.153057483747006,136.708860759494,9802.53164556962,13.2911392405063,10.126582278481,389.873417721519,81.0126582278481,45.4828660436137,43.0379746835443,1.26582278481013,15.1898734177215,39.2405063291139,22.7848101265823,24.0506329113924,3.79746835443038,3.79746835443038,3.79746835443038,0,46.8354430379747,25.3164556962025,25.3164556962025,25.3164556962025,98.7341772151899,0,0,1.26582278481013,0,1.26582278481013
"39",1970,11793909,25970,5.4,11.9,108.6,94.2,1965.6,599.7,1020.7,345.2,"PA",11817397,0.360364384813339,0.237820985450518,0.246846069400901,0.154968560335241,111.530398322851,10046.9601677149,25.1572327044025,10.9014675052411,408.176100628931,68.1341719077568,45.4828660436137,45.0733752620545,2.30607966457023,11.1111111111111,38.1551362683438,18.6582809224319,30.398322851153,3.14465408805031,3.14465408805031,3.14465408805031,0,44.8637316561845,16.1425576519916,15.9329140461216,15.9329140461216,90.9853249475891,8.59538784067086,0,0.209643605870021,0.209643605870021,0.628930817610063
"40",1970,949723,1944,3.2,3.6,78.3,119.6,4064.1,1018.9,2186.2,859,"RI",952555,0.354648288025363,0.256523770280981,0.233708289810037,0.155119651883618,91.6666666666667,10652.7777777778,56.9444444444444,8.33333333333333,397.222222222222,113.888888888889,45.4828660436137,38.8888888888889,0,11.1111111111111,30.5555555555556,19.4444444444444,36.1111111111111,8.33333333333333,8.33333333333333,8.33333333333333,0,38.8888888888889,22.2222222222222,22.2222222222222,22.2222222222222,97.2222222222222,2.77777777777778,0,0,0,0
"41",1970,2590516,7412,14.6,18,60.1,193.4,2772,1019.4,1495.5,257.1,"SC",2604662,0.41180275982066,0.271231737553663,0.206665202625139,0.110300300000538,107.058823529412,9002.94117647059,0,5.88235294117647,435.294117647059,88.2352941176471,45.4828660436137,52.9411764705882,3.52941176470588,12.9411764705882,43.5294117647059,16.4705882352941,21.1764705882353,4.70588235294118,4.70588235294118,4.70588235294118,0,56.4705882352941,20,17.6470588235294,17.6470588235294,68.2352941176471,31.7647058823529,0,0,0,0
"42",1970,666257,616,3.8,11.1,17.1,60.5,1961.1,471.3,1396.2,93.7,"SD",667299,0.40109006607233,0.225050539563224,0.209451834934565,0.164407559429881,54.5454545454545,9963.63636363636,0,9.09090909090909,445.454545454545,127.272727272727,45.4828660436137,54.5454545454545,0,45.4545454545455,27.2727272727273,0,18.1818181818182,9.09090909090909,9.09090909090909,9.09090909090909,0,36.3636363636364,18.1818181818182,18.1818181818182,18.1818181818182,100,0,0,0,0,0
"43",1970,3924164,10787,8.8,15.5,82,168.6,2120.7,806.7,1024.7,289.3,"TN",3942583,0.375687715388617,0.263380377787861,0.219497217940624,0.141434688882897,100.746268656716,8202.61194029851,7.83582089552239,5.97014925373134,402.238805970149,76.865671641791,45.4828660436137,41.044776119403,0.746268656716418,10.4477611940298,46.2686567164179,18.6567164179104,22.3880597014925,2.98507462686567,2.98507462686567,2.98507462686567,0,50,21.6417910447761,21.6417910447761,21.6417910447761,84.3283582089552,15.6716417910448,0,0,0,0
"44",1970,11196000,40897,11.6,20.8,136.5,196.4,3808.1,1159.9,2242.7,405.4,"TX",11260221,0.394548028853075,0.268351837854692,0.209013126829393,0.128087006462839,94.0639269406393,9161.5296803653,20.5479452054795,7.76255707762557,441.324200913242,80.8219178082192,45.4828660436137,46.3470319634703,4.79452054794521,15.0684931506849,37.8995433789954,16.2100456621005,26.7123287671233,4.5662100456621,4.5662100456621,4.5662100456621,0,47.2602739726027,18.9497716894977,18.7214611872146,18.7214611872146,88.5844748858447,11.1872146118721,0,0.228310502283105,0,21.689497716895
"45",1970,1059273,1459,3.4,10.9,53.1,70.3,4063.9,915,2832.7,316.3,"UT",1067600,0.442968340202323,0.266845260397153,0.184537279880105,0.10564911952042,67.5,10138.75,0,5,485,75,45.4828660436137,57.5,2.5,17.5,35,12.5,35,5,5,5,0,35,17.5,17.5,17.5,100,0,0,0,0,0
"46",1970,444732,329,1.3,10.3,7.6,54.6,1823.1,730.6,968.7,123.9,"VT",446649,0.394676804381069,0.252032356503653,0.204178224959644,0.149112614155635,0,11170,0,20,400,40,45.4828660436137,60,0,0,40,0,40,0,0,0,0,20,20,20,20,100,0,0,0,0,0
"47",1970,4648494,14040,10.4,17.1,95.5,179.1,3363.4,914.6,2134.9,313.9,"VA",4671101,0.378376960806457,0.285515128017998,0.219879210490203,0.116228700685342,117.751479289941,9818.9349112426,23.6686390532544,15.3846153846154,378.10650887574,75.7396449704142,45.4828660436137,41.4201183431953,2.9585798816568,19.5266272189349,34.3195266272189,15.3846153846154,31.3609467455621,6.50887573964497,6.50887573964497,6.50887573964497,0,44.3786982248521,11.8343195266272,9.46745562130178,9.46745562130178,83.4319526627219,15.3846153846154,0,1.18343195266272,0,0
"48",1970,3409169,7546,3.5,18,93.5,106.3,4659.7,1444.5,2853.5,361.8,"WA",3419974,0.377155498842974,0.267878937091335,0.220338517193406,0.134627046872286,NA,NA,NA,NA,NA,NA,45.4828660436137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",1970,1744237,2158,6.2,6.7,27.3,83.5,1254.8,388.5,773.8,92.4,"WV",1749347,0.37029245769993,0.234247979388881,0.235752540805226,0.159707022105963,112.380952380952,9697.14285714286,67.1428571428571,13.3333333333333,368.571428571429,76.1904761904762,45.4828660436137,38.0952380952381,6.66666666666667,17.1428571428571,26.6666666666667,20.952380952381,36.1904761904762,7.61904761904762,7.61904761904762,7.61904761904762,0,44.7619047619048,14.2857142857143,13.3333333333333,13.3333333333333,93.3333333333333,3.80952380952381,0.952380952380952,1.9047619047619,0,1.9047619047619
"50",1970,4417933,3792,2,6.7,33.1,44,2616.2,538.5,1860.1,217.6,"WI",4426419,0.395756705363862,0.243271818596477,0.211617562639235,0.149353913400426,118.181818181818,6895.45454545455,25.7575757575758,3.03030303030303,400,103.030303030303,45.4828660436137,30.3030303030303,0,6.06060606060606,39.3939393939394,6.06060606060606,45.4545454545455,3.03030303030303,3.03030303030303,3.03030303030303,0,21.2121212121212,12.1212121212121,12.1212121212121,12.1212121212121,90.9090909090909,9.09090909090909,0,0,0,0
"51",1970,332416,376,5.7,12.3,22,73.1,2859.1,645.9,2048.6,164.6,"WY",333928,0.396468699839486,0.253192304928008,0.219271819074771,0.131067176157735,93.8356164383562,10781.8493150685,22.6027397260274,8.21917808219178,419.178082191781,82.8767123287671,45.4828660436137,48.6301369863014,4.10958904109589,13.6986301369863,43.1506849315069,10.958904109589,28.0821917808219,6.16438356164384,6.16438356164384,6.16438356164384,0,50.6849315068493,17.8082191780822,17.8082191780822,17.8082191780822,95.8904109589041,3.42465753424658,0.684931506849315,0,0,0.684931506849315
"53",1980,3861466,17320,13.2,30,132.1,273.2,4485.1,1526.7,2642.2,316.2,"AL",3899671,0.336558135288849,0.306496368539808,0.199987896414851,0.156957599756492,105.61797752809,18472.6779026217,29.4007490636704,14.9812734082397,366.292134831461,64.7940074906367,45.4828660436137,42.6966292134831,3.37078651685393,18.7265917602996,29.2134831460674,19.1011235955056,35.9550561797753,2.99625468164794,2.99625468164794,2.99625468164794,0,50.187265917603,73.0337078651685,5.61797752808989,0,76.7790262172285,22.4719101123595,0,0.749063670411985,0,0
"54",1980,440142,1919,8.9,56.8,81.8,288.5,5209.7,1259.8,3388.9,561,"AK",404680,0.361327468617179,0.415671641791045,0.173638430364733,0.0493624592270436,150,32459.7916666667,21.0416666666667,29.1666666666667,441.666666666667,125,45.4828660436137,37.5,4.16666666666667,25,25,16.6666666666667,33.3333333333333,8.33333333333333,8.33333333333333,8.33333333333333,0,45.8333333333333,87.5,8.33333333333333,0,75,4.16666666666667,20.8333333333333,0,0,4.16666666666667
