"","HHINCOME","VALUEH","EMPSTAT","FTOTINC","INCWELFR","POVERTY","FAMSIZE","NCHILD","MARST-MAR","MARST-SING","MARST-DIV","HIGRADE","EDUC-ELEM","EDUC-SOMEHS","EDUC-SOMECOL","EDUC-COL","EDUC-GRAD","SCHLTYPE-PUB","LANGUAGE","MIGRATE5","VETSTAT","VETWWII","VETWWI","RACESING-WH","RACESING-BL","RACESING-IN","RACESING-AS","RACESING-OT","RACESING-HI"
"AL",0,0.683333333333333,119.166666666667,7293.33333333333,18.3333333333333,5.83333333333333,437.5,58.3333333333333,37.5,49.1666666666667,2.5,9.16666666666667,41.6666666666667,16.6666666666667,23.3333333333333,2.5,2.5,2.5,0,47.5,12.5,12.5,12.5,71.6666666666667,28.3333333333333,0,0,0,0
"AK",0,0.882352941176471,88.2352941176471,12097.0588235294,0,23.5294117647059,388.235294117647,82.3529411764706,35.2941176470588,47.0588235294118,5.88235294117647,29.4117647058824,29.4117647058824,5.88235294117647,41.1764705882353,5.88235294117647,5.88235294117647,5.88235294117647,0,70.5882352941177,35.2941176470588,35.2941176470588,35.2941176470588,82.3529411764706,0,17.6470588235294,0,0,0
"AZ",0,0.795180722891566,106.024096385542,8611.44578313253,29.5180722891566,8.43373493975904,390.361445783133,84.3373493975904,45.7831325301205,43.3734939759036,4.81927710843374,9.63855421686747,37.3493975903614,14.4578313253012,34.9397590361446,0,0,0,0,39.7590361445783,14.4578313253012,12.0481927710843,12.0481927710843,93.9759036144578,4.81927710843374,1.20481927710843,0,0,20.4819277108434
"AR",0,0.520833333333333,154.166666666667,7888.54166666667,19.7916666666667,8.33333333333333,422.916666666667,56.25,37.5,54.1666666666667,4.16666666666667,6.25,43.75,22.9166666666667,20.8333333333333,0,0,0,0,52.0833333333333,25,25,25,79.1666666666667,20.8333333333333,0,0,0,0
"CA",0,0.919567827130852,96.1584633853541,10874.6098439376,48.3193277310924,15.9663865546218,376.830732292917,66.7466986794718,43.2172869147659,47.2989195678271,3.96158463385354,20.2881152460984,32.5330132052821,15.9663865546218,32.6530612244898,4.92196878751501,4.92196878751501,4.92196878751501,0,45.2581032412965,17.7671068427371,16.3265306122449,16.3265306122449,87.6350540216086,9.72388955582233,0.240096038415366,2.1608643457383,0.240096038415366,13.6854741896759
"CO",0,0.814285714285714,97.1428571428571,10004.2857142857,40,8.57142857142857,381.428571428571,90,51.4285714285714,40,4.28571428571429,18.5714285714286,31.4285714285714,11.4285714285714,44.2857142857143,4.28571428571429,4.28571428571429,4.28571428571429,0,45.7142857142857,14.2857142857143,12.8571428571429,12.8571428571429,91.4285714285714,7.14285714285714,0,1.42857142857143,0,11.4285714285714
"CT",0,0.96,89.6,13115.6,6.8,19.2,404.8,68,40,51.2,2.4,21.6,33.6,12.8,36,4,4,4,0,40.8,16.8,16.8,16.8,92.8,7.2,0,0,0,1.6
"DE",0,1,66.6666666666667,12116.6666666667,0,33.3333333333333,311.111111111111,77.7777777777778,55.5555555555556,33.3333333333333,0,22.2222222222222,11.1111111111111,11.1111111111111,44.4444444444444,0,0,0,0,33.3333333333333,11.1111111111111,0,0,100,0,0,0,0,0
"DC",0,0.931034482758621,124.137931034483,10772.4137931034,0,13.7931034482759,331.034482758621,44.8275862068966,31.0344827586207,44.8275862068966,13.7931034482759,31.0344827586207,31.0344827586207,20.6896551724138,37.9310344827586,3.44827586206897,3.44827586206897,3.44827586206897,0,37.9310344827586,13.7931034482759,13.7931034482759,13.7931034482759,31.0344827586207,68.9655172413793,0,0,0,0
"FL",0,0.732851985559567,114.801444043321,9690.25270758123,15.3429602888087,9.38628158844765,387.725631768953,59.5667870036101,44.7653429602888,44.7653429602888,3.6101083032491,13.7184115523466,38.9891696750903,16.6064981949458,33.5740072202166,2.88808664259928,2.88808664259928,2.88808664259928,0,44.4043321299639,17.6895306859206,17.3285198555957,17.3285198555957,79.7833935018051,20.2166064981949,0,0,0,2.16606498194946
"GA",0,0.793333333333333,94,8948.66666666667,31.6666666666667,8.66666666666667,430.666666666667,68,36.6666666666667,46.6666666666667,6.66666666666667,13.3333333333333,40.6666666666667,22,21.3333333333333,4,4,4,0,43.3333333333333,16.6666666666667,16.6666666666667,16.6666666666667,70,30,0,0,0,0
"HI",0,0.935483870967742,54.8387096774194,12748.3870967742,20.9677419354839,12.9032258064516,519.354838709677,48.3870967741936,38.7096774193548,58.0645161290323,0,0,45.1612903225806,9.67741935483871,32.258064516129,0,0,0,0,25.8064516129032,0,0,0,29.0322580645161,0,0,67.741935483871,3.2258064516129,3.2258064516129
"ID",0,0.625,100,8450,43.75,0,425,137.5,50,50,0,12.5,37.5,25,25,0,0,0,0,37.5,25,25,25,87.5,0,12.5,0,0,0
"IL",0,0.876513317191283,104.600484261501,11960.411622276,13.8014527845036,16.7070217917676,401.452784503632,79.1767554479419,43.5835351089588,46.2469733656174,1.69491525423729,17.4334140435835,39.225181598063,14.5278450363196,29.0556900726392,4.11622276029056,4.11622276029056,4.11622276029056,0,49.8789346246973,21.7917675544794,21.5496368038741,21.5496368038741,88.6198547215496,10.8958837772397,0,0.242130750605327,0.242130750605327,2.42130750605327
"IN",0,0.66304347826087,95.1086956521739,11046.4673913043,0,11.4130434782609,375,84.2391304347826,54.8913043478261,38.0434782608696,1.6304347826087,13.0434782608696,33.1521739130435,17.3913043478261,35.3260869565217,3.80434782608696,3.80434782608696,3.80434782608696,0,46.195652173913,16.8478260869565,16.8478260869565,16.8478260869565,91.8478260869565,7.06521739130435,0,1.08695652173913,0,0.543478260869565
"IA",0,0.78021978021978,112.087912087912,10638.4615384615,53.2967032967033,10.989010989011,398.901098901099,82.4175824175824,49.4505494505495,40.6593406593407,4.3956043956044,8.79120879120879,40.6593406593407,16.4835164835165,37.3626373626374,3.2967032967033,3.2967032967033,3.2967032967033,0,49.4505494505495,15.3846153846154,15.3846153846154,15.3846153846154,96.7032967032967,3.2967032967033,0,0,0,0
"KS",0,0.7375,105,7712.5,55.625,5,378.75,46.25,41.25,51.25,1.25,5,32.5,25,30,2.5,2.5,2.5,0,47.5,20,18.75,18.75,92.5,6.25,1.25,0,0,1.25
"KY",0,0.730337078651685,144.943820224719,7916.85393258427,39.3258426966292,4.49438202247191,430.337078651685,42.6966292134831,34.8314606741573,57.3033707865169,1.12359550561798,8.98876404494382,48.314606741573,19.1011235955056,20.2247191011236,2.24719101123596,2.24719101123596,2.24719101123596,0,48.314606741573,15.7303370786517,14.6067415730337,14.6067415730337,94.3820224719101,5.61797752808989,0,0,0,0
"LA",0,0.746153846153846,116.923076923077,7732.30769230769,15,6.15384615384615,432.307692307692,52.3076923076923,36.1538461538462,52.3076923076923,3.07692307692308,16.9230769230769,39.2307692307692,17.6923076923077,23.0769230769231,4.61538461538462,4.61538461538462,4.61538461538462,0,41.5384615384615,13.0769230769231,12.3076923076923,12.3076923076923,65.3846153846154,33.8461538461538,0.769230769230769,0,0,2.30769230769231
"ME",0,0.717948717948718,151.282051282051,7489.74358974359,47.4358974358974,5.12820512820513,371.794871794872,56.4102564102564,41.025641025641,53.8461538461538,0,7.69230769230769,46.1538461538462,12.8205128205128,25.6410256410256,2.56410256410256,2.56410256410256,2.56410256410256,0,43.5897435897436,10.2564102564103,7.69230769230769,7.69230769230769,97.4358974358974,0,0,2.56410256410256,0,0
"MD",0,0.847826086956522,78.9855072463768,11540.9420289855,10.5072463768116,19.5652173913043,395.652173913043,57.2463768115942,41.304347826087,44.9275362318841,2.17391304347826,15.2173913043478,41.304347826087,10.8695652173913,24.6376811594203,5.79710144927536,5.79710144927536,5.79710144927536,0,46.3768115942029,17.3913043478261,16.6666666666667,16.6666666666667,78.9855072463768,21.0144927536232,0,0,0,1.44927536231884
"MA",0,0.922448979591837,99.1836734693878,11118.5714285714,22.2448979591837,11.8367346938776,413.061224489796,83.6734693877551,46.1224489795918,47.7551020408163,1.22448979591837,20.4081632653061,29.3877551020408,17.5510204081633,33.469387755102,5.71428571428571,5.71428571428571,5.71428571428571,0,43.265306122449,20.4081632653061,20.4081632653061,20.4081632653061,95.9183673469388,4.08163265306122,0,0,0,0.816326530612245
"MI",0,0.792452830188679,116.711590296496,12756.8733153639,24.5283018867925,19.6765498652291,435.849056603774,87.6010781671159,46.3611859838275,45.2830188679245,2.96495956873315,15.633423180593,30.7277628032345,19.9460916442049,30.9973045822102,5.12129380053908,5.12129380053908,5.12129380053908,0,48.2479784366577,16.711590296496,16.711590296496,16.711590296496,90.0269541778976,9.43396226415094,0,0.539083557951483,0,1.07816711590297
"MN",0,0.927007299270073,79.5620437956204,10661.6788321168,5.83941605839416,11.6788321167883,430.656934306569,89.7810218978102,43.7956204379562,48.9051094890511,1.45985401459854,15.3284671532847,40.8759124087591,8.75912408759124,32.1167883211679,4.37956204379562,4.37956204379562,4.37956204379562,0,41.6058394160584,18.2481751824818,18.2481751824818,18.2481751824818,99.2700729927007,0.72992700729927,0,0,0,0.72992700729927
"MS",0,0.711864406779661,120.338983050847,7189.83050847458,7.6271186440678,5.08474576271187,445.762711864407,77.9661016949153,45.7627118644068,47.4576271186441,1.69491525423729,11.864406779661,44.0677966101695,16.9491525423729,18.6440677966102,5.08474576271187,5.08474576271187,5.08474576271187,0,37.2881355932203,20.3389830508475,20.3389830508475,20.3389830508475,76.271186440678,23.728813559322,0,0,0,0
"MO",0,0.793548387096774,105.161290322581,10404.1935483871,17.0967741935484,12.258064516129,398.709677419355,54.1935483870968,36.7741935483871,50.3225806451613,3.2258064516129,9.67741935483871,47.741935483871,16.1290322580645,23.8709677419355,2.58064516129032,2.58064516129032,2.58064516129032,0,47.0967741935484,18.7096774193548,18.0645161290323,18.0645161290323,89.6774193548387,10.3225806451613,0,0,0,0.645161290322581
"MT",0,0.625,131.25,10275,0,6.25,437.5,118.75,50,43.75,0,18.75,37.5,18.75,25,12.5,12.5,12.5,0,62.5,31.25,31.25,31.25,100,0,0,0,0,0
"NE",0,0.766666666666667,110,10413.3333333333,68.3333333333333,13.3333333333333,326.666666666667,33.3333333333333,36.6666666666667,53.3333333333333,0,26.6666666666667,36.6666666666667,6.66666666666667,43.3333333333333,3.33333333333333,3.33333333333333,3.33333333333333,0,46.6666666666667,23.3333333333333,23.3333333333333,23.3333333333333,100,0,0,0,0,0
"NV",0,1,114.285714285714,13121.4285714286,0,23.8095238095238,380.952380952381,33.3333333333333,57.1428571428571,33.3333333333333,4.76190476190476,28.5714285714286,23.8095238095238,19.047619047619,33.3333333333333,9.52380952380952,9.52380952380952,9.52380952380952,0,61.9047619047619,33.3333333333333,28.5714285714286,28.5714285714286,100,0,0,0,0,0
"NH",0,0.909090909090909,40.9090909090909,9436.36363636364,0,0,395.454545454545,45.4545454545455,27.2727272727273,68.1818181818182,4.54545454545455,13.6363636363636,27.2727272727273,0,31.8181818181818,0,0,0,0,31.8181818181818,13.6363636363636,13.6363636363636,13.6363636363636,100,0,0,0,0,0
"NJ",0,0.917322834645669,102.755905511811,12106.2992125984,11.0236220472441,17.7165354330709,407.874015748031,72.8346456692913,40.1574803149606,51.5748031496063,0.393700787401575,12.992125984252,39.3700787401575,16.9291338582677,25.9842519685039,5.11811023622047,5.11811023622047,5.11811023622047,0,51.9685039370079,16.9291338582677,16.9291338582677,16.9291338582677,90.1574803149606,9.44881889763779,0,0.393700787401575,0,1.18110236220472
"NM",0,0.583333333333333,104.166666666667,9572.91666666667,29.1666666666667,4.16666666666667,491.666666666667,66.6666666666667,45.8333333333333,54.1666666666667,0,8.33333333333333,45.8333333333333,16.6666666666667,4.16666666666667,8.33333333333333,8.33333333333333,8.33333333333333,0,58.3333333333333,29.1666666666667,29.1666666666667,29.1666666666667,95.8333333333333,0,4.16666666666667,0,0,54.1666666666667
"NY",0,0.914739884393064,112.57225433526,11610.9104046243,32.1531791907514,17.7745664739884,375.28901734104,64.7398843930636,45.2312138728324,43.6416184971098,1.58959537572254,16.0404624277457,33.092485549133,19.364161849711,31.2138728323699,3.61271676300578,3.61271676300578,3.61271676300578,0,44.364161849711,18.3526011560694,18.2080924855491,18.2080924855491,88.8728323699422,10.5491329479769,0,0.578034682080925,0,7.08092485549133
"NC",0,0.732142857142857,94.0476190476191,8365.47619047619,14.2857142857143,9.52380952380952,394.047619047619,71.4285714285714,47.0238095238095,45.2380952380952,0.595238095238095,17.2619047619048,35.7142857142857,16.6666666666667,25,2.97619047619048,2.97619047619048,2.97619047619048,0,43.452380952381,18.452380952381,18.452380952381,18.452380952381,72.0238095238095,24.4047619047619,2.97619047619048,0.595238095238095,0,0
"ND",0,0.8125,93.75,6012.5,0,0,393.75,100,37.5,56.25,0,18.75,25,18.75,25,6.25,6.25,6.25,0,50,18.75,18.75,18.75,100,0,0,0,0,0
"OH",0,0.823056300268097,86.3270777479893,11543.8337801609,13.4048257372654,14.745308310992,424.932975871314,77.2117962466488,45.3083109919571,47.1849865951743,1.60857908847185,12.0643431635389,36.1930294906166,16.6219839142091,31.0991957104558,2.14477211796247,2.14477211796247,2.14477211796247,0,46.112600536193,15.0134048257373,14.745308310992,14.745308310992,90.3485254691689,9.38337801608579,0,0,0.268096514745308,0
"OK",0,0.714285714285714,75.3246753246753,7814.93506493507,12.987012987013,6.49350649350649,350.649350649351,45.4545454545455,46.7532467532467,45.4545454545455,1.2987012987013,23.3766233766234,32.4675324675325,11.6883116883117,36.3636363636364,5.19480519480519,5.19480519480519,5.19480519480519,0,49.3506493506493,20.7792207792208,19.4805194805195,19.4805194805195,93.5064935064935,3.8961038961039,2.5974025974026,0,0,0
"OR",0,0.721518987341772,136.708860759494,9802.53164556962,13.2911392405063,10.126582278481,389.873417721519,81.0126582278481,48.1012658227848,43.0379746835443,1.26582278481013,15.1898734177215,39.2405063291139,22.7848101265823,24.0506329113924,3.79746835443038,3.79746835443038,3.79746835443038,0,46.8354430379747,25.3164556962025,25.3164556962025,25.3164556962025,98.7341772151899,0,0,1.26582278481013,0,1.26582278481013
"PA",0,0.693920335429769,111.530398322851,10046.9601677149,25.1572327044025,10.9014675052411,408.176100628931,68.1341719077568,44.6540880503145,45.0733752620545,2.30607966457023,11.1111111111111,38.1551362683438,18.6582809224319,30.398322851153,3.14465408805031,3.14465408805031,3.14465408805031,0,44.8637316561845,16.1425576519916,15.9329140461216,15.9329140461216,90.9853249475891,8.59538784067086,0,0.209643605870021,0.209643605870021,0.628930817610063
"RI",0,0.916666666666667,91.6666666666667,10652.7777777778,56.9444444444444,8.33333333333333,397.222222222222,113.888888888889,50,38.8888888888889,0,11.1111111111111,30.5555555555556,19.4444444444444,36.1111111111111,8.33333333333333,8.33333333333333,8.33333333333333,0,38.8888888888889,22.2222222222222,22.2222222222222,22.2222222222222,97.2222222222222,2.77777777777778,0,0,0,0
"SC",0,0.611764705882353,107.058823529412,9002.94117647059,0,5.88235294117647,435.294117647059,88.2352941176471,38.8235294117647,52.9411764705882,3.52941176470588,12.9411764705882,43.5294117647059,16.4705882352941,21.1764705882353,4.70588235294118,4.70588235294118,4.70588235294118,0,56.4705882352941,20,17.6470588235294,17.6470588235294,68.2352941176471,31.7647058823529,0,0,0,0
"SD",0,0.818181818181818,54.5454545454545,9963.63636363636,0,9.09090909090909,445.454545454545,127.272727272727,36.3636363636364,54.5454545454545,0,45.4545454545455,27.2727272727273,0,18.1818181818182,9.09090909090909,9.09090909090909,9.09090909090909,0,36.3636363636364,18.1818181818182,18.1818181818182,18.1818181818182,100,0,0,0,0,0
"TN",0,0.67910447761194,100.746268656716,8202.61194029851,7.83582089552239,5.97014925373134,402.238805970149,76.865671641791,51.4925373134328,41.044776119403,0.746268656716418,10.4477611940298,46.2686567164179,18.6567164179104,22.3880597014925,2.98507462686567,2.98507462686567,2.98507462686567,0,50,21.6417910447761,21.6417910447761,21.6417910447761,84.3283582089552,15.6716417910448,0,0,0,0
"TX",0,0.63013698630137,94.0639269406393,9161.5296803653,20.5479452054795,7.76255707762557,441.324200913242,80.8219178082192,44.2922374429224,46.3470319634703,4.79452054794521,15.0684931506849,37.8995433789954,16.2100456621005,26.7123287671233,4.5662100456621,4.5662100456621,4.5662100456621,0,47.2602739726027,18.9497716894977,18.7214611872146,18.7214611872146,88.5844748858447,11.1872146118721,0,0.228310502283105,0,21.689497716895
"UT",0,0.75,67.5,10138.75,0,5,485,75,40,57.5,2.5,17.5,35,12.5,35,5,5,5,0,35,17.5,17.5,17.5,100,0,0,0,0,0
"VT",0,1,0,11170,0,20,400,40,40,60,0,0,40,0,40,0,0,0,0,20,20,20,20,100,0,0,0,0,0
"VA",0,0.869822485207101,117.751479289941,9818.9349112426,23.6686390532544,15.3846153846154,378.10650887574,75.7396449704142,49.7041420118343,41.4201183431953,2.9585798816568,19.5266272189349,34.3195266272189,15.3846153846154,31.3609467455621,6.50887573964497,6.50887573964497,6.50887573964497,0,44.3786982248521,11.8343195266272,9.46745562130178,9.46745562130178,83.4319526627219,15.3846153846154,0,1.18343195266272,0,0
"WV",0,0.819047619047619,112.380952380952,9697.14285714286,67.1428571428571,13.3333333333333,368.571428571429,76.1904761904762,42.8571428571429,38.0952380952381,6.66666666666667,17.1428571428571,26.6666666666667,20.952380952381,36.1904761904762,7.61904761904762,7.61904761904762,7.61904761904762,0,44.7619047619048,14.2857142857143,13.3333333333333,13.3333333333333,93.3333333333333,3.80952380952381,0.952380952380952,1.9047619047619,0,1.9047619047619
"WI",0,0.696969696969697,118.181818181818,6895.45454545455,25.7575757575758,3.03030303030303,400,103.030303030303,66.6666666666667,30.3030303030303,0,6.06060606060606,39.3939393939394,6.06060606060606,45.4545454545455,3.03030303030303,3.03030303030303,3.03030303030303,0,21.2121212121212,12.1212121212121,12.1212121212121,12.1212121212121,90.9090909090909,9.09090909090909,0,0,0,0
"WY",0,0.773972602739726,93.8356164383562,10781.8493150685,22.6027397260274,8.21917808219178,419.178082191781,82.8767123287671,42.4657534246575,48.6301369863014,4.10958904109589,13.6986301369863,43.1506849315069,10.958904109589,28.0821917808219,6.16438356164384,6.16438356164384,6.16438356164384,0,50.6849315068493,17.8082191780822,17.8082191780822,17.8082191780822,95.8904109589041,3.42465753424658,0.684931506849315,0,0,0.684931506849315
